Date,Titles,Date2,Month
2.02E+13,Democrats should consider 'impeaching Bill Barr': AOC,20200921,202009
2.02E+13,UK government considers new lockdown measures to combat COVID spike,20200921,202009
2.02E+13,Archaeologists uncover 2500 year old coffins in Egypt,20200923,202009
2.02E+13,Commonwealth Bank upgrades Australia's economic outlook,20200922,202009
2.02E+13,Auction clearance rates at highest since pre-coronavirus,20200922,202009
2.02E+13,Trump 'still has a way to go' in swing states,20200922,202009
2.02E+13,"I'll answer inquiry questions 'honestly, clearly': Andrews",20200922,202009
2.02E+13,United Nations marks 75th anniversary ,20200922,202009
2.02E+13,Victorian COVID-19 cases surge upwards after Monday's record,20200923,202009
2.02E+13, Calls mounting to strip Beijing of 2022 Winter Olympics ,20200922,202009
2.02E+13,Opposition call for top public servant to resign over hotel quarantine scandal,20200922,202009
2.02E+13,Victoria’s hotel quarantine program caused a litany of deaths and lost livelihoods,20200923,202009
2.02E+13,State government releases a COVIDSafe plan for Sydney's Summer ,20200922,202009
2.02E+13,ASX 'certainly expected' to have tough day,20200922,202009
2.02E+13,Australia must prioritise ‘proven’ technologies in energy roadmap: Canavan ,20200922,202009
2.02E+13,Religious groups will be even more 'galvanised to vote for Trump' than in 2016,20200922,202009
2.02E+13,"Unconscious bias training is ‘sick, repulsive, and certainly dehumanising’",20200922,202009
2.02E+13,"Emmys were just full of hypocritical, sanctimonious ‘pampered prima donnas’",20200924,202009
2.02E+13,There is a 'pyramid of corruption in Victoria and Dan Andrews is at the top',20200922,202009
2.02E+13,Wage subsidy cuts are 'unrealistically fast',20200922,202009
2.02E+13,"Former Nationals MP ‘turns her back on voters, loyalty and her party' ",20200922,202009
2.02E+13,Queenslanders quarantining in NT to avoid arduous paperwork,20200922,202009
2.02E+13,Border bans create natural disaster response risk: Paul Fletcher,20200922,202009
2.02E+13,Government to invest $18 billion in five major technologies to cut emissions ,20200922,202009
2.02E+13,Daniel Andrews claims his views on accountability are 'very well known',20200922,202009
2.02E+13,Public health alert issued for Sydney sports club,20200922,202009
2.02E+13,Rescue mission underway to save 270 stranded pilot whales,20200922,202009
2.02E+13,NZ residents enjoy greater freedom as restrictions are rolled back,20200922,202009
2.02E+13,Justice Ginsburg's death reshapes presidential election ,20200922,202009
2.02E+13,Alleged victims share relief over Malka Leifer extradition decision ,20200922,202009
2.02E+13,Woman arrested after allegedly sending a poisoned letter addressed to Trump,20200922,202009
2.02E+13,Ellen DeGeneres apologises for toxic workplace ,20200926,202009
2.02E+13,Australia deploying wind and solar 'at 10 times the global per capita average': Taylor,20200922,202009
2.02E+13,"Schools have become a political battleground: Annelise Nielsen in Bellevue, Iowa",20200922,202009
2.02E+13,'Infrastructure capital of Australia': Berejiklian government announces $3 billion infrastructure spend,20200922,202009
2.02E+13,Boris Johnson to announce new COVID-19 measures across UK as cases surge,20200922,202009
2.02E+13,Government's energy roadmap is a 'mud map leading us off a cliff': Greens senator ,20200922,202009
2.02E+13,Paul Murray's 'Our Town' series stops in Albury,20200922,202009
2.02E+13,Federal MP's 'trying to run a million miles' from emerging land acquisition scandal ,20200922,202009
2.02E+13,Andrews' popularity linked to voters seeing pandemic as a 'health crisis',20200922,202009
2.02E+13,'Technology vs taxation': Labor MP dismisses Coalition energy plan,20200922,202009
2.02E+13,Andrews government announces $30 million aged care package,20200922,202009
2.02E+13,Berejiklian government to greenlight final season of community sport,20200922,202009
2.02E+13,Tough new rules on the table for taxis after COVID scare,20200922,202009
2.02E+13,‘Young and female’: Trump outlines criteria for his Supreme Court nomination,20200922,202009
2.02E+13,AustralianSuper returns ‘surprisingly good’ despite COVID-19 pandemic ,20200923,202009
2.02E+13,Payroll jobs down 4.5 per cent since March,20200922,202009
2.02E+13,State leaders have been ‘far too inflexible and far too callous’ ,20200922,202009
2.02E+13,"Queensland quarantine largely filled by interstate, not overseas travellers ",20200922,202009
2.02E+13,Republicans 'have the votes' to confirm Trump's Supreme Court nominee,20200922,202009
2.02E+13,Victorian lockdowns appear to be 'working in Daniel Andrews' favour' ,20200922,202009
2.02E+13,'No legitimate reason': Health experts back Berejiklian on calls to reopen borders ,20200924,202009
2.02E+13,Queensland government loosened border restrictions due to ‘concerns’ about losing seats,20200922,202009
2.02E+13,Liberal Senator issues warning to Human Rights Commission to investigate Victoria,20200922,202009
2.02E+13,PM praises ‘common sense’ easing of radical border restrictions ,20200922,202009
2.02E+13,Death of Ruth Bader Ginsburg 'elevates the culture wars' in America,20200922,202009
2.02E+13,Reluctance to review potential human rights breaches in Victoria is ‘pathetic’,20200922,202009
2.02E+13,Andrews praised for his 'extraordinary level of leadership' amid hotel quarantine inquiry ,20200922,202009
2.02E+13,Calls to NSW government to aid family with autistic son struggling in quarantine,20200922,202009
2.02E+13,Queensland towns may 'never forgive' Palaszczuk government,20200922,202009
2.02E+13,'Many are pointing out' government's technology roadmap isn't about coal ,20200922,202009
2.02E+13,Government is using  ‘appalling justification’ to ban vaping,20200922,202009
2.02E+13,Andrews can ‘get away with anything’ due to soft ABC coverage,20200922,202009
2.02E+13,Xi Jinping wants to take the Chinese people ‘back to the time of Mao’: Jimmy Lai,20200922,202009
2.02E+13,Palaszczuk would have to make a ‘big gaffe’ to give LNP any sort of hope,20200922,202009
2.02E+13,‘Free speech isn’t free’ and Australians are ‘failing to defend it’: Credlin,20200922,202009
2.02E+13,Joe Biden 'pretending' he's one of the forgotten people 'is hardly authentic',20200922,202009
2.02E+13,Melbourne's hospitality industry 'on the brink of total wipeout' ,20200922,202009
2.02E+13,Boris Johnson has been ‘absolutely shambolic’ as UK re-enters drastic lockdowns,20200923,202009
2.02E+13,Andrews ‘can’t hide from reality forever’,20200922,202009
2.02E+13,"Queensland is ‘perfect one day, closed the next’ ",20200922,202009
2.02E+13,"Palaszczuk is moved by ‘polling, not health advice’: Murray",20200922,202009
2.02E+13,EXCLUSIVE: Budget papers reveal JobKeeper will be axed in March,20200922,202009
2.02E+13,Qld relaxes border ban to Northern NSW towns,20200922,202009
2.02E+13,WHO boss Tedros Adhanom must ‘resign’: House report into COVID-19,20200924,202009
2.02E+13,Prince Charles wants a military-style campaign to fight global warming,20200922,202009
2.02E+13,Second wave fears in Europe stokes global market uncertainty,20200923,202009
2.02E+13,Stock markets dive as COVID-19 concerns surge,20200924,202009
2.02E+13,"‘Go woke, go broke’ as MAGA beats BLM in the sporting arena",20200926,202009
2.02E+13,Palaszczuk’s ‘bet’ to get away with ruining Queensland ‘isn’t working out’,20200924,202009
2.02E+13,"Were doctors free to prescribe Hydroxychloroquine, 'we wouldn't need the lockdowns'",20200924,202009
2.02E+13,Andrews is ‘off the leash’ amid ‘preposterous’ proposed Omnibus bill,20200924,202009
2.02E+13,"There is 'no statistical evidence the lockdowns work', yet policies remain unchanged",20200923,202009
2.02E+13,Premier Andrews 'the Houdini' must resign amid latest ADF support revelations ,20200923,202009
2.02E+13,Federal budget will be a ‘response to an extraordinary crisis’,20200923,202009
2.02E+13,Police minister casts doubt over consideration of police forces in hotel quarantine ,20200924,202009
2.02E+13,Melbourne's rolling two week average at 29.5 ahead of next step,20200924,202009
2.02E+13,"US COVID-19 death toll surpasses 200,000, predicted to double by end of 2020",20200924,202009
2.02E+13,New South Wales Labor MP warns against Daniel Andrews’ emergency measure,20200923,202009
2.02E+13,There are times Joe Biden 'doesn't know what room he's in' ,20200923,202009
2.02E+13,Prince Harry is missing and has been ‘captured by wokeness’,20200923,202009
2.02E+13,There are issues in the COVID response ‘which can’t be ignored’ ,20200923,202009
2.02E+13,Company tax cuts 'certainly not' ruled out of federal budget,20200924,202009
2.02E+13,"Australians must 'live alongside the virus', not let it 'dictate' how we live: Morrison",20200924,202009
2.02E+13,Andrews defends being represented by taxpayer funded lawyers,20200923,202009
2.02E+13,Government gets big calls 'wrong every time' on nation building,20200923,202009
2.02E+13,Andrews 'thinks' his office has spoken with Berejiklian's,20200923,202009
2.02E+13,SA premier 'has not set a bar' on potential border closures ,20200923,202009
2.02E+13,'It's all about the modelling': Andrews to consider accelerating the roadmap,20200924,202009
2.02E+13,New South Wales parliament raided by ICAC investigators during Question Time,20200924,202009
2.02E+13,Aviation industry in a ‘diabolic state’ after COVID-19 hit,20200923,202009
2.02E+13,New South Wales family with autistic child granted special permission to quarantine at home,20200923,202009
2.02E+13,Daniel Andrews says anti-mask criticism based on civil rights is ‘absolute nonsense’,20200923,202009
2.02E+13,Andrews rejects Victoria's curfew is driving fear,20200923,202009
2.02E+13,Biden is beholden to 'AOC plus three': Donald Trump,20200923,202009
2.02E+13,Trump 'has not been able to shake' COVID-19 controversy,20200923,202009
2.02E+13,‘Lies repeated a thousand times are still lies’: China rejects Trump’s ‘plague’ accusation,20200923,202009
2.02E+13,Trump demands UN holds China accountable for failing to manage COVID-19 ,20200923,202009
2.02E+13,United Nations boss warns of 'new Cold War',20200923,202009
2.02E+13,Kathmandu profit down 85 per cent ,20200924,202009
2.02E+13,RBA likely to roll out budget rate cut,20200923,202009
2.02E+13,Labor condemns government’s decision not to boost aged care pension on schedule,20200923,202009
2.02E+13,Greta Thunberg documentary coincides with student climate action protest ,20200926,202009
2.02E+13,"Tom Hanks quarantines in $6,000-a-night Gold Coast mansion",20200926,202009
2.02E+13,"Berejiklian flags further easing of restrictions, NYE fireworks event for New South Wales",20200926,202009
2.02E+13,Australian workers need to emerge out from 'under the doona' of subsidy programs ,20200924,202009
2.02E+13,Republicans trying to 'manage expectations' about Biden's debating skills,20200924,202009
2.02E+13,Qld opposition leader criticises Palaszczuk for 'complete incompetence' over pandemic ,20200926,202009
2.02E+13,Hundreds of whales die in Australia's worst mass stranding ,20200924,202009
2.02E+13,Residents rush to book airline tickets as SA opens to NSW,20200924,202009
2.02E+13,Tax cuts alone won't generate jobs the economy needs: Marles,20200924,202009
2.02E+13,RBA might not give 'much focus' to full employment ,20200925,202009
2.02E+13,Paul Murray Live: Our Town Albury,20200924,202009
2.02E+13,Blockchain technology to bring 'trust and transparency' to fiscal transactions,20200924,202009
2.02E+13,There is a 'pandemic of amnesia' within the Victorian government ,20200924,202009
2.02E+13,"Two deaths, 12 cases recorded across Victoria",20200924,202009
2.02E+13,Brain surgery patient forced into hotel quarantine despite surgeon's recommendations,20200924,202009
2.02E+13,Claremont killer verdict to be handed down today ,20200924,202009
2.02E+13,Man dies after stabbing in Surfers Paradise ,20200924,202009
2.02E+13,"Trump says he is 'not a fan' of Meghan Markle, wishes Prince Harry luck ",20200924,202009
2.02E+13,'The corpse that is Joe Biden' gets 'tuckered out' after a day off: Murray,20200924,202009
2.02E+13,"Trump 'looked China in the eye', while Biden was 'hiding behind the mask'",20200924,202009
2.02E+13,WHO: 'This will not be the last pandemic',20200924,202009
2.02E+13,"Biden is against oil, guns and God: Trump",20200924,202009
2.02E+13,Treasurer to unveil reforms to support small business ,20200925,202009
2.02E+13,Westpac to pay largest fine in Australian corporate history ,20200927,202009
2.02E+13,‘Boys to the Bush' co-founder discusses mission with Sky News,20200926,202009
2.02E+13,"Harry and Meghan were clear, they quit royal life to ‘become king and queen of woke’",20200924,202009
2.02E+13,"Dictator Xi Jinping is ‘one man, with one policy, and one view’",20200924,202009
2.02E+13,"Director of #PanDan campaign hopes to 'make a little lawful noise, and make Dan hear'",20200924,202009
2.02E+13,Claremont killings 'changed Perth irrevocably' ,20200924,202009
2.02E+13,Victorians should be 'back into work' and restrictions eased when JobKeeper ends in March,20200924,202009
2.02E+13,Revised fiscal strategy setting Australia up for a 'hell of a deficit',20200924,202009
2.02E+13,Not ‘appropriate’ to comment on hotel inquiry: Andrews,20200926,202009
2.02E+13,Sunday will not see 'massive changes': Andrews,20200926,202009
2.02E+13,Cap lifted on community sports attendance from this weekend in New South Wales,20200925,202009
2.02E+13,Death of Breonna Taylor used as ‘trojan horse to exploit racial tensions’: Murray,20200924,202009
2.02E+13,Berejiklian removes 'alarmist coronavirus mantle' to announce NYE fireworks ,20200924,202009
2.02E+13,Treasurer will ‘take on one hand and give with the other’ in budget,20200924,202009
2.02E+13,Mutual obligations re-introduced but 'where are the jobs': Alan Jones,20200924,202009
2.02E+13,"Former Australian cricketer, Dean Jones, dies aged 59  ",20200924,202009
2.02E+13,Volunteers turned away from helping to search for missing autistic boy ,20200924,202009
2.02E+13,Frydenberg reveals 'recalibrated' fiscal strategy in shift toward stimulus over surplus,20200926,202009
2.02E+13,Damning documents reveal PM urged Andrews to accept ADF support ,20200924,202009
2.02E+13,Steven Miles is 'a fool' who 'obviously can't read': Frydenberg,20200924,202009
2.02E+13,Frydenberg defends second-phase fiscal strategy's reliance on 'lower unemployment rate',20200924,202009
2.02E+13,People can 'make their own judgements' on PM letters to Andrews,20200924,202009
2.02E+13,Palaszczuk government  'coincidentally' releases ADF extension letter to PM: Clennell ,20200924,202009
2.02E+13,Health Minister flags resumption of singing despite 'threat of oral aerosols' in New South Wales,20200924,202009
2.02E+13,Victorian government announces $11.3 million in food relief ,20200924,202009
2.02E+13,Steven Miles releases letters asking PM to keep ADF troops in Queensland,20200924,202009
2.02E+13,Andrews 'far worse' than Cain-Kirner government of 1990s,20200924,202009
2.02E+13,Mikakos accused of 'breathtaking incompetence' and urged to resign,20200924,202009
2.02E+13,EXCLUSIVE: Prime Minister’s letters pressured Daniel Andrews to take 1000 ADF troops ,20200924,202009
2.02E+13,'I wish Prince Harry luck': Trump slams Meghan Markle amid US election comment controversy,20200924,202009
2.02E+13,Officers shot in Louisville as Black Lives Matter protests heat up,20200924,202009
2.02E+13,"Democrats need to boost Hispanic voter turnout: Annelise Nielsen in Elgin, Illinois",20200924,202009
2.02E+13,Government ditches budget surplus approach ,20200925,202009
2.02E+13,No good in pretending China will ever be part of the ‘Greeny movement’,20200924,202009
2.02E+13,"Premier Andrews is ‘delusional, dishonest and loose with the truth’ ",20200924,202009
2.02E+13,Daniel Andrews has ‘destroyed any concept’ of Westminster democracy: Jeff  Kennett,20200924,202009
2.02E+13,Chief executive of Busselton Jetty Inc. discusses jetty attractions with Sky News,20200925,202009
2.02E+13,"Victoria, you know 'you're being played by Dan Andrews': Murray",20200925,202009
2.02E+13,US media exaggerations about Trump indicate fear ‘Biden will lose’,20200924,202009
2.02E+13,Palaszczuk accused of misleading parliament is the ‘polite term to say she lied’,20200924,202009
2.02E+13,Morrison government can’t just ‘punish people into work’: Plibersek,20200924,202009
2.02E+13,Palaszczuk failed to read report revealing Barbagallo did not follow integrity rules,20200926,202009
2.02E+13,South Australia government to announce large increase in hazard-reduction burns,20200924,202009
2.02E+13,Letters penned by PM reveal ADF support was offered to Daniel Andrews,20200926,202009
2.02E+13,Media covers up China’s influence on US election  ,20200924,202009
2.02E+13,RECORD-BREAKING FINE: Westpac settles AUSTRAC case for $1.3B,20200926,202009
2.02E+13,Federal budget to introduce rules allowing small businesses to trade whilst insolvent,20200926,202009
2.02E+13,Friends star Maggie Wheeler reflects on her iconic 'Janice' character ,20201002,202010
2.02E+13,Andrews pressed on accountability of second wave deaths,20200926,202009
2.02E+13,"Victoria records 14 new cases, eight deaths",20200925,202009
2.02E+13,Senior Republicans 'right to rebuke' Trump ,20200925,202009
2.02E+13,Unemployment support slashed by $300 a fortnight,20200925,202009
2.02E+13,"Trump: Democrats completely taken over by 'socialists, Marxists and far-left extremists",20200926,202009
2.02E+13,‘Flow of credit’ key to post-COVID recovery: Coalition easing lending laws,20200927,202009
2.02E+13,Andrews labels questions about hotel inquiry as 'inappropriate' ,20200927,202009
2.02E+13,"Victoria rolls out support measures for VET, VCAL students ",20200926,202009
2.02E+13,Banks have proven 'they can't be trusted' ,20200927,202009
2.02E+13,Amy Coney Barrett will replace Ruth Bader Ginsburg: John Jordan,20200925,202009
2.02E+13,'Very clear' to Steven Miles the federal government is 'discriminating' against Qld ,20200926,202009
2.02E+13,Government to ease bank lending laws,20200926,202009
2.02E+13,New South Wales records four new coronavirus cases,20200925,202009
2.02E+13,NSW restrictions eased from this weekend ,20200925,202009
2.02E+13,Queensland border reopens to ACT travellers ,20200925,202009
2.02E+13,Cricketer Dean Jones dies aged 59 ,20200925,202009
2.02E+13,Rescuers return 88 stranded pilot whales to sea ,20200925,202009
2.02E+13,"Early voting begins: Annelise Nielsen in Chicago, Illinois",20200926,202009
2.02E+13,Law enforcement 'is one of the reasons I'm going to win': Trump ,20200926,202009
2.02E+13,Hillary campaign didn't want to listen to Bill Clinton: Trump,20200926,202009
2.02E+13,‘Low energy’ Biden will transform into ‘Superman’ with a ‘big shot of something’,20200926,202009
2.02E+13,Trump the 'only guy in history impeached for a perfect conversation' ,20200925,202009
2.02E+13,Donald Trump pulls out the dance moves at Florida rally,20200925,202009
2.02E+13,Mail-in ballots used ‘very successfully’ for a decade: Political science professor,20200926,202009
2.02E+13,Wild Sydney weather leaves thousands without power,20200926,202009
2.02E+13,Andrews spoke ‘hours of weasel words’ during hotel quarantine testimony: Credlin,20200926,202009
2.02E+13,"It might be 'your tax dollars, but it truly is their ABC'",20200926,202009
2.02E+13,PM has made himself a ‘rod for his own back’,20200926,202009
2.02E+13,Trump promises to ban Marxism from classrooms ,20200926,202009
2.02E+13,Victoria drops below 500 active coronavirus cases,20200927,202009
2.02E+13,‘Evasiveness’ of Andrews is ‘shocking’,20200926,202009
2.02E+13,Trump expected to ‘wipe the floor’ with Biden in upcoming presidential debates,20200926,202009
2.02E+13,Victorian and Queensland government ‘mired in systemic corruption’,20200926,202009
2.02E+13,ABC silent about Victorian government 'seeking more draconian powers',20200926,202009
2.02E+13,Nationals Senator Matt Canavan ‘not ruling out’ stepping down into Lower House seat,20200926,202009
2.02E+13,Apache helicopters on the cusp of replacing Tigers,20200926,202009
2.02E+13,Mikakos denies involvement in hotel quarantine security decision ,20200926,202009
2.02E+13,Palaszczuk claims 'Queensland is being singled out' on borders by the federal government,20200926,202009
2.02E+13,Father of Ciara Glennon delivers emotional speech ,20200926,202009
2.02E+13,Plane crash in Ukraine kills 22,20200926,202009
2.02E+13,Consumer groups push back on easing of bank lending regulations,20200927,202009
2.02E+13,Brain tumour discovered in X-ray for broken arms: 'we live in a lucky country',20200929,202009
2.02E+13,Trump was ‘holding back’ Amy Coney Barrett for RBG appointment ,20200927,202009
2.02E+13,'I don't run from problems': Defiant Andrews stands firm on position ,20200927,202009
2.02E+13,Meghan Markle broke the 'profound and special bond' between Harry and William,20200927,202009
2.02E+13,Victoria is ‘ahead of time’ as massive restriction easing set for October 19,20200927,202009
2.02E+13,‘I love the United States’: Amy Barrett accepts nomination to the Supreme Court,20200927,202009
2.02E+13,'I cannot work for Daniel Andrews': Mikakos' takes parting shot at Premier,20200927,202009
2.02E+13,Cargo ship off WA coast reveals seven positive COVID-19 cases,20200929,202009
2.02E+13,COVID-19 survivors could suffer long-term health damage,20200929,202009
2.02E+13,New South Wales Health find positive samples of COVID-19 in wastewater,20200928,202009
2.02E+13,COVID-19 restrictions eased in Queensland,20200927,202009
2.02E+13,Critical race theorists are ‘destroying the US’ from the inside,20200927,202009
2.02E+13,Outsiders Weather and Ice Age Watch: European ski fields set to open early ,20200927,202009
2.02E+13,Dems will 'litigate to victory' on the back of mail-in ballots and ensuing chaos,20200927,202009
2.02E+13,Many of Victoria's restrictions 'shouldn't have been place' ,20200927,202009
2.02E+13,Calls remain for Victoria to further open its economy,20200927,202009
2.02E+13,Transcripts reveal Daniel Andrews' ADF comments ,20200927,202009
2.02E+13,Andrews confirms he will not resign as Premier over failed hotel quarantine,20200927,202009
2.02E+13,Government committed to beating 2030 emissions targets ,20200927,202009
2.02E+13,World must ‘prevent’ a pandemic from happening again: Scott Morrison addresses UN,20200928,202009
2.02E+13,'Mikakos resignation appropriate': Andrews appoints Martin Foley to Health Minister,20200927,202009
2.02E+13,Clive Palmer celebrates United Australia candidate selections on his $8.3 million mega-yacht ,20200927,202009
2.02E+13,‘I am disappointed my integrity has sought to be undermined’: Mikakos,20200927,202009
2.02E+13,'Criminal' ban on hydroxychloroquine based on 'faulty' study,20200927,202009
2.02E+13,COVID-19  detected in Sydney sewage ,20200927,202009
2.02E+13,Tasmania the recipient of $13m federal tourism recovery package,20200927,202009
2.02E+13,Abortion debate and affordable care act hinge on Amy Barrett nomination,20200927,202009
2.02E+13,'Very sorry': Kim Jong-Un apologises to South Korea over killing of official,20200927,202009
2.02E+13,‘Treasonous’ Democrats will pay a ‘substantial price’ for Russian ‘witch hunt’: Donald Trump,20200927,202009
2.02E+13,UK police officer Matt Ratana shot dead,20200927,202009
2.02E+13,Tributes for killed UK police officer ,20200927,202009
2.02E+13,Ginsburg lies in state at US Capitol,20200927,202009
2.02E+13,Australia’s budget was supposed to see a surplus but ‘turned into an $85b deficit’,20200928,202009
2.02E+13,Tesla’s new battery tech could make it a ‘viable’ competitor in Australia ,20200927,202009
2.02E+13,News Corp launches travel campaign 'Australia Go and Get It',20201005,202010
2.02E+13,Buckingham Palace announces Princess Eugenie is pregnant ,20201002,202010
2.02E+13,Young Aussie Paralympian aims for Tokyo games,20201001,202010
2.02E+13,"Showbiz Wrap: Emmy Awards, Rolling Stone magazine releases greatest albums list",20200929,202009
2.02E+13,Daniel Andrews thinks 'accountability means he keeps his job',20200927,202009
2.02E+13,'Weak' Biden looks 'like a guy who would scare quite easily' ,20200927,202009
2.02E+13,President Trump made a 'political error' in choosing Amy Coney Barrett,20200927,202009
2.02E+13,Liberal MP Tim Smith dons 'Dandemic' mask while discussing Sunday's announcements ,20200927,202009
2.02E+13,"Australian government says it managed COVID well, yet 'thousand are trapped overseas'",20200927,202009
2.02E+13,The modern Labor party is ‘no longer the party of the blue-collared worker’,20200927,202009
2.02E+13,Financial bail-outs need to go from government thinking,20200927,202009
2.02E+13,"The buck has to stop somewhere, it needs 'to stop at the premier's office'",20200927,202009
2.02E+13,RBG's death sparks 'partisan and corrosive debate' ,20200927,202009
2.02E+13,"Over 700 people have died from COVID, 'yet Dan Andrews keeps his job'",20200927,202009
2.02E+13,Andrews used Mikakos as ‘scapegoat’: Victorian Opposition Leader,20200927,202009
2.02E+13,Queelsand business operators call for border to be opened ,20200927,202009
2.02E+13,Sweden’s plummeting daily death rate shows ‘pointlessness’ of Melbourne’s lockdown,20200927,202009
2.02E+13,Trump nominates Amy Barret to Supreme Court,20200927,202009
2.02E+13,China administering COVID-19 vaccine without final regulatory approval,20200927,202009
2.02E+13,'So-called tolerant' woke crowd take aim at Amy Coney Barrett,20200928,202009
2.02E+13,Andrews will ‘throw anybody under the bus’ to avoid taking responsibility,20200928,202009
2.02E+13,New York Times is publishing fake news: Trump,20200928,202009
2.02E+13,Dreamworld operator Ardent Leisure fined $3.6 million over 2016 tragedy,20200928,202009
2.02E+13,Trump’s Supreme Court nominee to ‘galvanise’ conservative voters ,20200928,202009
2.02E+13,Biden should submit to a drug test before debate: Trump,20200928,202009
2.02E+13,Andrews stands firm on mandatory masks in Victoria ,20201003,202010
2.02E+13,Queensland records no new COVID-19 cases ,20201002,202010
2.02E+13,Victoria records lowest daily increase in COVID-19 cases since mid June,20200929,202009
2.02E+13,Every Australian is ‘right to be angry’ at Andrews’ COVID bungling,20200928,202009
2.02E+13,UK police force is 'woke and only allows protests by the chattering classes',20200928,202009
2.02E+13,Premier Andrews ‘has inflicted enormous pain on his citizens’ ,20200928,202009
2.02E+13,Dems and media ‘don’t want to discuss’ the real issues that could create controversy ,20200928,202009
2.02E+13,'Tempers are getting towards the end' in Victoria ,20200928,202009
2.02E+13,It was 'appropriate' that Jenny Mikakos resigned ,20200928,202009
2.02E+13,Contact tracing is Victoria's 'real treasure': Andrews ,20200928,202009
2.02E+13,Daniel Andrews warns low testing numbers could ‘hold back’ reopening plans,20200928,202009
2.02E+13,JobKeeper scaled back from today,20200928,202009
2.02E+13,Daniel Andrews ‘aggressive suppression strategy’ will be contested,20200928,202009
2.02E+13,Easing of restrictions 'has come at the best possible time' ,20200928,202009
2.02E+13,"Fines for Illegal gatherings raised from $1,600 to $5,000 ",20200928,202009
2.02E+13,Victorians urged to get tested as numbers drop,20200928,202009
2.02E+13,Victoria Police issue 93 infringements for Melbourne party-goers ,20200928,202009
2.02E+13,New South Wales records second day of zero new infections ,20200928,202009
2.02E+13,Curfew lifted as Melbourne eases restrictions ,20200928,202009
2.02E+13,It will be very significant if Joe Biden 'crashes' in debate against Trump ,20200928,202009
2.02E+13,"‘Abortion, guns, election outcome’ : Amy Coney Barrett could play a pivotal role over the next few months",20200928,202009
2.02E+13,Rush to confirm Amy Coney Barrett 'may erode' public's faith in the Supreme Court,20200928,202009
2.02E+13,Activists fear abortion decision could be revisited by conservative Supreme Court,20200928,202009
2.02E+13,President Trump's tax records are released ,20200928,202009
2.02E+13,Premier Investments posts net profit of $138 million,20200929,202009
2.02E+13,WHSP Chairman celebrates 20 years of dividend growth,20200929,202009
2.02E+13,Reserve Bank 'too cautious' with monetary policy ,20201001,202010
2.02E+13,S&P 500 lost 'about 10 per cent' over last 20 days,20200929,202009
2.02E+13,Auction clearance rate at 70.5 per cent,20200929,202009
2.02E+13,The Pope ‘needs George Pell back’ to clean up the Vatican: Andrew Bolt,20200928,202009
2.02E+13,Biden as the ‘Teleprompter President’ for socialists is ‘cutting through’,20200928,202009
2.02E+13,The 'dictatorial edicts continues' in Victoria despite no justification,20200928,202009
2.02E+13,Amy Coney Barrett success will be a ‘big win for Donald Trump’ on election eve,20200928,202009
2.02E+13,Daniel Andrews puts 'politics first and second' with health running a distant third,20200928,202009
2.02E+13,Biden debate mistake 'could cost him the election',20200928,202009
2.02E+13,Jill Biden not happy with any discussion of 'Sleepy Joe's' occasional gaffe,20200928,202009
2.02E+13,There is no reason the evidence underpinning the lockdowns 'be kept secret',20200928,202009
2.02E+13,'I wish her well': Premier Andrews comments on Mikakos resignation ,20200928,202009
2.02E+13,Hotel quarantine fiasco an 'unprecedented failure of governance and accountability',20200928,202009
2.02E+13,States need to 'look at evidence' from other jurisdictions to safely reopen,20200928,202009
2.02E+13,Andrews refuses to give 'commentary' on Mikakos' resignation ,20200928,202009
2.02E+13,'Not appropriate' to read former health minister's statement: Andrews,20200928,202009
2.02E+13,Daniel Andrews 'cannot detail' why he mentioned police or private security over ADF support in March conference,20200928,202009
2.02E+13,Victorian hotel quarantine bungle ‘responsible for 768 deaths’,20200928,202009
2.02E+13,Victorians 'so close' to seeing a 'really big step': Andrews ,20200928,202009
2.02E+13,Andrews 'scrapped' the curfew to avoid 'going under the microscope' ,20200928,202009
2.02E+13,"Trump: 'If I'm not here, your Second Amendment is gone'",20200928,202009
2.02E+13,ISIS vow to 'infiltrate the US' through immigration ,20200928,202009
2.02E+13,'Pretty unethical': Chinese distribution of COVID vaccine problematic on multiple levels,20200928,202009
2.02E+13,Trump tax return reports 'may not be as explosive' as the president's critics think,20200928,202009
2.02E+13,"Candidates prepare for critical debate: Annelise Nielsen in Cleveland, Ohio      ",20200929,202009
2.02E+13,Shocking footage shows massive three-car crash on highway,20200929,202009
2.02E+13,Katter's Australia Party likely to preference One Nation in Queensland election,20200929,202009
2.02E+13,PM labels port pay rise protest as 'straight out extortion' ,20200929,202009
2.02E+13,Melburnians urged to turn in neighbours breaking COVID-19 restrictions,20200929,202009
2.02E+13,'I am not a doctor': Andrews cannot link COVID-19 to aged care deaths ,20200929,202009
2.02E+13,"Berejiklian pays tribute to fallen officers, touts progress of new Goulburn Hospital",20201003,202010
2.02E+13,'Trump's taxes' and 'Biden's mental function' to feature in Presidential debates,20200929,202009
2.02E+13,Polling shows 'that it's still a race' between Biden and President Trump ,20200929,202009
2.02E+13,"Police Remembrance Day a time to 'pause, reflect and remember' fallen officers",20200929,202009
2.02E+13,The public 'has a right to know' about President Trump's personal finances ,20200929,202009
2.02E+13,Australia needs a 'standardised set' of cross border travel rules,20200929,202009
2.02E+13,Victoria could become 'trapped in a cycle of closures and re-closures': Hunt,20200929,202009
